Category,Year,Title,Author,Text,topic_prediction,probabilities
BRD,1985,Computerliebe,Paso Doble,"Erste Regel für den Notfall am Computer: null Emotionen. Die Verwaltung warnt besonders in den Nächten vor Visionen. Computerliebe, doch die Stimme vom Computer zieht mich magisch an, die zieht mich an. Die Module spielen verrückt, Mensch, ich bin total verliebt, voll auf Liebe programmiert, mit Gefühl. Schalt mich ein und schalt mich aus, die Gefühle müssen raus. Ganz egal, was dann passiert, ich brauch’ Liebe. Sind Gefühle nicht verboten? Was ist Liebe? Was ist Liebe? Vibrationen wie Magneten ziehen mich magisch an, die ziehen mich an. Die Module spielen verrückt, Mensch, ich bin total verliebt, voll auf Liebe programmiert, mit Gefühl. Schalt mich ein und schalt mich aus, die Gefühle müssen raus. Ganz egal, was dann passiert, ich brauch’ Liebe.",Gefühle der Liebe und Verwirrung,0.9394546209457427
BRD,1976,Die Babies Krieg Immer Noch Ich,Elke Best,"Wir leben in Sünde, das sagt ihr beide uns nach. Wir leben und turteln wie Tauben unter dem Dach. Wir leben problemlos und sind glücklich dabei, doch ihr wollt es nicht erlauben und nicht glauben, dass es stimmt mit uns zwei. Er hat keine Arbeit, das geht seit Wochen schon so und während er zu Hause ist, da bin ich im Büro. Und er kocht für mich und steht für mich am Herd, denn für uns ist nun mal eben unser Leben grade umgekehrt. Oh, Mama und Papa, macht euch keine Sorgen um mich. Alles, was er tut, tut er ganz allein für mich. Oh, Mama und Papa, macht euch keine Sorgen um mich. Die Babies krieg immer noch ich, krieg immer noch ich. Wir leben in Liebe und lassen uns nicht im Stich. Ich lebe für ihn und er lebt nur für mich. Er tut das alles, was sonst die Frau so macht und es ist auch gar nicht richtig und nicht wichtig, dass ihr darüber lacht. Er trägt seine Haare nun mal wie ein Mädchen, so lang und hütet das Haus bis zum Sonnenuntergang. Viel lieber verdiente er für mich das Geld, doch die Zeit hat sich gewandelt, jeder handelt, wie es ihm gefällt. Oh, Mama und Papa, macht euch keine Sorgen um mich. Alles, was er tut, tut er ganz allein für mich. Oh, Mama und Papa, macht euch keine Sorgen um mich. Die Babies krieg immer noch ich, krieg immer noch ich.",Rauschen,0.0
BRD,1982,Da Da Da Ich Lieb Dich Nicht Du Liebst Mich Nicht Aha Aha Aha,Trio,"Aha, aha, aha. Aha. Aha. Aha. Was ist los mit dir, mein Schatz? Aha. Geht es immer nur bergab? Aha. Geht nur das, was du verstehst? Aha. This is what you got to know, loved you though it didn’t show. Ich lieb’ dich nicht, du liebst mich nicht. Ich lieb’ dich nicht, du liebst mich nicht. Ich lieb’ dich nicht, du liebst mich nicht. Ich lieb’ dich nicht, du liebst mich nicht. Da, da, da. Da, da, da. Da, da, da. Da, da, da. Da, da, da, ich lieb’ dich nicht, du liebst mich nicht. Da, da, da, ich lieb’ dich nicht, du liebst mich nicht. Da, da, da, ich lieb’ dich nicht, du liebst mich nicht. Da, da, da, ich lieb’ dich nicht, du liebst mich nicht. Da, da, da. Da, da, da. Da, da, da. Da, da, da. So so, du denkst, es ist zu spät, aha. Und du meinst, dass nichts mehr geht, aha. Und die Sonne wandert schnell, aha. After all is said and done, it was right for you to run. Ich lieb’ dich nicht, du liebst mich nicht, aha. Ich lieb’ dich nicht, du liebst mich nicht, aha. Ich lieb’ mich nicht, du liebst mich nicht, aha. Ich lieb’ dich nicht, du liebst dich nicht. Da, da, da. Da, da, da. Da, da, da. Da, da, da. Da, da, da, ich lieb’ dich nicht, du liebst mich nicht. Da, da, da, ich lieb’ dich nicht, du liebst mich nicht. Da, da, da, ich lieb’ dich nicht, du liebst mich nicht. Da, da, da, ich lieb’ dich nicht, du liebst mich nicht. Da, da, da. Da, da, da. Da, da, da. Da, da, da. ",Gefühle der Liebe und Verwirrung,0.9394546209457427
BRD,1976,Marleen,Marianne Rosenberg,"Marleen, eine von uns beiden muss nun gehen. Marleen, drum bitt’ ich dich, geh du, Marleen. Dein Haar glänzt wie ein Sternenzelt, dein Mund ist die Versuchung selbst, aha. Dein Teint ist wie aus einem Magazin. Wie Blumen duftet jedes Wort, das über deine Lippen kommt, aha. Begehrt er dich, so kann ich das verstehen, Marleen. Marleen, eine von uns beiden muss nun gehen. Marleen, drum bitt’ ich dich, geh du, Marleen. Marleen, eine von uns beiden muss nun gehen. Ich seh’ dich an und weiß, dass ich mit dir mich nicht vergleichen kann, aha. Ich bin nicht so, bin nicht wie du, Marleen. Ein Teil von ihm gehört schon dir, doch ehe ich ihn ganz verlier’, aha. Bitte hör mich an, hör mich an, Marleen, Marleen! Marleen, eine von uns beiden muss nun gehen. Marleen, drum bitt’ ich dich, geh du, Marleen. Was willst du grad von diesem Mann, wo du so viele andere haben kannst? Ist er nicht nur ein Zeitvertreib für dich? Ich hab’ nur einen Mann, hmmmm. Lässt du ihn gehen irgendwann, hmmmm, so wär’ er doch verloren für mich. Marleen, drum bitt’ ich dich, geh du, Marleen. Marleen, eine von uns beiden muss nun gehen. Marleen, du musst gehen! Marleen.",Rauschen,0.0
BRD,1978,Alles Braucht Seine Zeit,Bernhard Brink,"Es war schon sehr spät und der Diskjockey legte grad die langsame Serie auf. Da sah ich plötzlich sie mit dem Mantel im Arm, sie wollte gehen. Ich war richtig benommen, jetzt muss ich es bringen, der richtige Spruch muss es sein. Und ich machte ihr klar, wie einsam ich wär’ heut’ Nacht allein. So verraucht war der Raum, doch ich glaubte zu sehen, so ein Typ, der macht es dir leicht. Komm, lass uns beide gehen, es braucht keiner zu sehen, doch da sagte sie leis’ zu mir: Sitzt man zwischen zwei Stühlen mit seinen Gefühlen, ist es besser, man geht nicht zu weit. Gib mir etwas Zeit, alles braucht seine Zeit, und ich brauche mehr Zeit. Lass mir etwas mehr Zeit, alles braucht seine Zeit. Wir sahen uns öfter, doch dann eines Tages, ich dachte mich trifft fast der Schlag. Vor meiner Tür standen Koffer, ein Wagen mit Möbeln und sie. Mir war gar nicht zum Lachen, mit all ihren Sachen meinte sie, sie zieht bei mir ein. Dabei hab’ ich es gar nicht so wörtlich gemeint, da kann sie doch nicht böse sein. Ja, sitzt man zwischen zwei Stühlen mit seinen Gefühlen, es ist besser man geht nicht zu weit. Gib mir etwas Zeit, alles braucht seine Zeit, und ich brauche mehr Zeit. Lass mir etwas mehr Zeit, alles braucht seine Zeit. Ja, sitzt man zwischen zwei Stühlen mit seinen Gefühlen, ist es besser man geht nicht zu weit. Ich wollte sie ja nicht kränken, doch man muss bedenken, dass man später vielleicht was bereut. Gib mir etwas Zeit, alles braucht seine Zeit, und ich brauche mehr Zeit. Lass mir etwas mehr Zeit, alles braucht seine Zeit.","Liebe, Musik und Träume in Deutschland",0.6950005463473894
BRD,1974,Onkel Golle,Tony Marshall,"Onkel Golle, Golle, Golle. Onkel Golle, Golle, Golle. Hejo, hejo, hejoho. Hejo, hejo, hejoho. Tief im grünen Wald auf einer Bergeshöh’, wo man nicht den Lärm der Straßen hört, steht aus Holz gebaut ein altes Försterhaus, nur ein langer, schmaler Pfad hinführt. Und es vergeht kein Tag, auch wenn es stürmt und schneit, an dem nicht hundert Kinder um das Haus versammelt sind. Denn hier wohnt seit vielen vielen Jahren schon der Onkel Golle und sein Mütterlein. Ja, Onkel Golle, Golle, Golle und die Olle, Olle, Olle haben alle Kinder gern. Ja, Onkel Golle, Golle, Golle und die Olle, Olle, Olle sind für Kinder wie zwei gute Stern’. Ja, Onkel Golle, Golle, Golle und die Olle, Olle, Olle haben alle Kinder gern. Ja, Onkel Golle, Golle, Golle und die Olle, Olle, Olle sind für Kinder wie zwei gute Stern’. Früh am Morgen, noch bevor die Sonn’ aufgeht und die Waldesluft so frisch und frei, stehen die beiden auf und wünschen guten Tag. Alle Tiere kommen schnell herbei und später spielen sie, bis dass es dunkel wird, mit allen Kindern, die in Scharen hier versammelt sind. Sie erzählen ihnen alte Märchen auch und sagen, dass die Welt so schön sein kann. Ja, Onkel Golle, Golle, Golle und die Olle, Olle, Olle haben alle Kinder gern. Ja, Onkel Golle, Golle, Golle und die Olle, Olle, Olle sind für Kinder wie zwei gute Stern’.",Auto fahren,0.9425334662385828
BRD,1970,Es Geht Mir Gut Cheri,Mireille Mathieu,"Heut’ bleibt die Music-Box nicht stehen. Ich will noch nicht nach Hause gehen. Mein Herz, es lässt mir keine Ruh’. Heut’ will ich tanzen, immerzu. Wenn ich in deine Augen schau’, dann ist die Erde himmelblau. Es wird nun alles anders sein, ich bin nie mehr allein! Cheri, ich glaube es noch kaum: Die Glocken läuten schon im Traum. Wir beide reisen um die Welt und bleiben, wo es uns gefällt. Aus einem Südsee-Paradies schreib’ ich den Freunden in Paris: Ich hab’ vergessen, was mal war, denn bei dir ist mir klar: Es geht mir gut! Merci, Cheri! Es geht mir gut! Das macht die Liebe. Sie macht den Tag so schön. Sie macht die Nacht so schön, so schön wie nie! Ich wünsche mir von dir, Cheri, dass es ein Leben lang so bliebe! Es geht mir gut, so gut. Es geht mir gut, so gut. Merci, Cheri!",Rauschen,0.0
BRD,1978,Was Wird Sein Fragt Der Schlumpf,Vader Abraham,"Was wird sein, wenn die Sonne für uns nicht mehr lacht und der Tag ist so dunkel, wie sonst nur die Nacht? Dann siehst du zum Himmel, mit Tränen im Blick und aus Liebe zu dir kommt die Sonne zurück. Was wird sein, wenn der Regen die Blumen nicht gießt, wenn sie alle verwelken und auch der Bach nicht mehr fließt? Dann erzählt es der Wind, dass du gar nicht mehr lachst und aus Liebe zu dir kommt der Regen herab. Aber, was wird sein, wenn ich nicht mehr bei dir bin? Ja, mein lieber Schlumpf, ich glaub’, das wäre schlimm. Was wird sein, wenn ich abends den Mond nicht mehr seh’, wenn er nicht für mich lächelt, wenn ich schlafen geh’? Dann schaust du voll Kummer zum Himmel hinauf und aus Liebe zu dir geht der Mond wieder auf. Was wird sein, wenn im Garten kein Vogel mehr singt und wenn auf dieser Erde kein Lied mehr erklingt? Dann weinst du - und auch dem Vogel, dem tut es dann weh und aus Liebe zu dir singt er schöner als je. Aber, was wird sein, wenn ich nicht mehr bei dir bin? Ja, mein lieber Schlumpf, ich glaub’, das wäre schlimm. Aber, was wird sein, wenn wir auseinandergehen? Glaub’ mir, mein lieber Schlumpf, das wird niemals geschehen. Glaub’ mir, mein lieber Schlumpf, das wird niemals geschehen.",Rauschen,0.0
BRD,1970,Liebeslied Jener Sommernacht,Daliah Lavi,"Rote Schatten warf das Feuer, hell wie Gold war der Tokajer, als ein Fremder plötzlich vor mir stand. Er sah aus wie ein Zigeuner. Wo er herkam, wusste keiner, doch er nahm ganz einfach meine Hand: ""Tanz mit mir zum Klang der Geigen, lass dir meine Liebe zeigen"", sagte er, als die Musik begann. Und sie spielten jene Weise, Sterne drehten sich im Kreise, die Legende einer Nacht fing an. Liebeslied jener Sommernacht hat mir einst alles Glück gebracht. Liebeslied, das für mich erklang, höre ich mein Leben lang. Du und ich, wir fragten nicht nach der Zeit und ob wir uns wiedersehen. Eine Nacht lang war die Welt endlos weit, die Erinnerung bleibt bestehen. Rote Schatten warf das Feuer, hell wie Gold war der Tokajer, als ein Fremder plötzlich vor mir stand. Er sah aus wie ein Zigeuner, wo er herkam, wusste keiner, doch er nahm ganz einfach meine Hand: ""Tanz mit mir zum Klang der Geigen, lass dir meine Liebe zeigen"", sagte er, als die Musik begann. Und sie spielten jene Weise, Sterne drehten sich im Kreise, die Legende einer Nacht fing an.",Rauschen,0.0
BRD,1983,Wenn Die Blumen Weinen Koennten,Nicole,"Wo sind die Blumen? Sorglose Kinder pflückten sie. Wo sind die Blumen? Straßen und Häuser erdrückten sie. Wo sind die Blumen? Wer nahm dem Sommer die Farbenpracht? Blumen sind hilflos und stumm, niemand gibt acht. Wenn die Blumen weinen könnten, weinen so wie ich, dann hätten all die bunten Blumen Tränen im Gesicht. Wenn die Blumen reden könnten, sie würden Hilfe schreien. Wie wird die Erde ohne Blumen sein? Wo sind die Wälder? In all den Jahren schwiegen sie. Wo sind die Wälder? Achtlose Menschen besiegten sie. Wo sind die Wälder? Wer hat der Hoffnung das Grün zerstört? Wälder, sie sterben ganz still, weil niemand sie hört. Wenn die Wälder weinen könnten, weinen so wie ich, dann hätten all die stolzen Bäume Tränen im Gesicht. Wenn die Wälder reden könnten, sie würden Hilfe schreien. Wie wird die Erde ohne Wälder sein? Und unsere Liebe, wie wird sie morgen sein, wenn wir das Schweigen nicht verstehen? Manchmal, da fühl’ ich mich grenzenlos allein und denk’ mir, wie soll’s weitergehen. Wenn ich manchmal weinen könnte, nur dass du verstehst, dass du so viele meiner Sorgen einfach übersiehst. Wenn wir alle sagen könnten, was uns wichtig scheint, dann wird die Welt nie ohne Liebe sein.",Rauschen,0.0
BRD,1975,Der Zar Und Das Maedchen Besser Frei Wie Ein Vogel Zu Leben Als Im Goldenen Kaefig Zu Sein,Mireille Mathieu,"War in alter Zeit ein schönes Mädchen und Maria sagt man, war ihr Name. Lebte weit vor den Toren von Moskau in der Hütte aus Lehm und aus Stroh. Es war Frühlingszeit. An einem Sonntag kam der Zar im goldenen Wagen und er sah sie, Maria die Schöne. Ja, da brannte sein Herz lichterloh. Komm und fahr mit mir und ich schenke dir Gold und Edelstein! Und du wirst mein! Kann nicht mit dir gehen, so sprach Maria. Meine Liebe kann man nicht erzwingen. Besser frei wie ein Vogel zu leben als im goldenen Käfig zu sein. Besser frei wie ein Vogel zu leben als im goldenen Käfig zu sein.",Rauschen,0.0
BRD,1982,Jede Stunde,Karat,"Manche Leute lieben nur die Nacht, weil sie verdeckt, was dunkel lacht. Ich liebe jede Stunde. Andere beten nur zum Sonnenschein und glauben dann, im Glück zu sein. Doch ich mag jede Stunde. Jeder Tag zeigt mir sein Gesicht. Es ist mir gleich, wie es zu mir spricht. Ich liebe jede Stunde. Wenn ich deine Nähe spür’, dann fällt die Zeit wie Laub von mir. Ich liebe diese Stunde. Wenn ich frier und wenn ich nass bin, genieße ich das im Regenstehen. Ich liebe jede Stunde. Der Spaß lässt mich den Schmerz vergessen. Es macht mich an, dass ich ihn spür’. Ich liebe die Sekunde. Jeder Tag zeigt mir sein Gesicht. Es ist mir gleich, wie es zu mir spricht. Ich liebe jede Stunde. Wenn ich deine Nähe spür, dann fällt die Zeit wie Laub von mir. Ich liebe diese Stunde. Die Zeit, sie wartet nicht. Sie gräbt sich ein in mein Gesicht mit jeder neuen Stunde. Ich lieb’ die alte Katze, die still und heimlich lacht, denn sie kennt alle Wege.",Rauschen,0.0
BRD,1973,Schwarze Madonna,Bata Illic,"Die Stadt war im Schimmer des goldenen Mondes. Am Fluss, da brannten die Laternen. Da sah ich ein Mädchen mit traurigen Augen. Sie blickte einsam zu den Sternen. Komm, lass deine Tränen, du Schönste der Schönen. So sagte ich, du darfst nicht weinen, wenn du heut’ bei mir bleibst. Dann wird morgen früh schon für dich und mich die Sonne scheinen. Es ist nie zu spät, das Glück kommt und geht, Schwarze Madonna. Jeden Tag, jede Nacht, immer werden wir so glücklich sein. Es ist nie zu spät, dein Kummer vergeht, Schwarze Madonna. Heut’ schenk’ ich dir mein Herz und dann bist du nie mehr allein. Die pechschwarzen Haare, die wehten im Winde. Da nahm ich zärtlich ihre Hände. Die Blicke, sie sagten viel mehr noch als Worte. Die Einsamkeit hat nun ein Ende. Wir gingen verliebt durch die nächtlichen Straßen und Mitternacht war längst vorüber. Wir küssten und wussten, die Stunden voll Liebe vergehen für uns niemals wieder. Es ist nie zu spät, das Glück kommt und geht, Schwarze Madonna. Jeden Tag, jede Nacht, immer werden wir so glücklich sein. Es ist nie zu spät, dein Kummer vergeht, Schwarze Madonna. Heut’ schenk’ ich dir mein Herz und dann bist du nie mehr allein. Es ist nie zu spät, das Glück kommt und geht, Schwarze Madonna. Jeden Tag, jede Nacht, immer werden wir so glücklich sein. Es ist nie zu spät, dein Kummer vergeht, Schwarze Madonna. Heut’ schenk’ ich dir mein Herz und dann bist du nie mehr allein.",Rauschen,0.0
BRD,1981,Ueber Sieben Bruecken Musst Du Geh n,Peter Maffay,"Manchmal geh’ ich meine Straße ohne Blick, manchmal wünsch’ ich mir mein Schaukelpferd zurück. Manchmal bin ich ohne Rast und Ruh, manchmal schließ ich alle Türen nach mir zu. Manchmal ist mir kalt und manchmal heiß, manchmal weiß ich nicht mehr, was ich weiß. Manchmal bin ich schon am Morgen müd’ und dann such ich Trost in einem Lied. Über sieben Brücken musst du geh’n, sieben dunkle Jahre überstehen, sieben Mal wirst du die Asche sein, aber einmal auch der helle Schein. Manchmal scheint die Uhr des Lebens stillzustehen, manchmal scheint man immer nur im Kreis zu gehen. Manchmal ist man wie von Fernweh krank, manchmal sitzt man still auf einer Bank. Manchmal greift man nach der ganzen Welt, manchmal meint man, dass der Glücksstern fällt. Manchmal nimmt man, wo man lieber gibt, manchmal hasst man das, was man doch liebt. Über sieben Brücken musst du gehen, sieben dunkle Jahre überstehen. Sieben Mal wirst du die Asche sein, aber einmal auch der helle Schein. Über sieben Brücken musst du gehen, sieben dunkle Jahre überstehen. Sieben Mal wirst du die Asche sein, aber einmal auch der helle Schein.",Rauschen,0.0
BRD,1981,Strada Del Sole,Rainhard Fendrich,"I steh in da Hitz an da Strada del sole. Die Fiaß tamma weh in die neich’n Sandale. Mei Freindin is oposcht mit an Italiano. Des Göld hams ma g’stessn, jetzt stehr i allan do, und hab kane Lire. I hab kane Lire, und kane Papiere, so wos haut de net fire... Auf amoi woars päule mit dem Papagalle, mmm... Und mi loßt’s da anglahnt in meine neich’n Sandale, des is a Skandale. I hab kane Lire, und kane Papiere, so wos haut di net fire. Er wollte Amore mit Bella Ragazza, auf sentimentale und auf da Madrazza. Dann is er no antanzt mi’n Alfa Romeo. Z’erscht hab i’no ausglocht, und jetzt stehr i schee do, und hab kane Lire... Er hot’s mitn Schmäh packt auf dolce far niente, mmm... net sehr vül im Hirn, ober molto potente, dem hau i die Zähnt ei! I hab kane Lire, und kane Papiere, so wos haut di net fire. I wollt nach Firenze, nach Rom und nach Pisa, doch jetzt hab i endgültig gnua von die Gfriesa. Total abgebrannt steh i da ganz allani, war i nur daham bliebn bei meine Kumpani. I winschat des ollas am liabsten zum Teifl, mmm... was brauch i den Bledsinn, I steh auf’s Gänsehäufl, auf Italien pfeif i!",Deutschland und die Schickeria,0.8015693056080799
BRD,1986,Wegen Dir,Nicki,"Oft hab i weiche Knie und i was, du bist da Grund dafür. Was is los mit mei’m Herz? Manchmal fühl i an ganz bsondern Schmerz und den kannst halt nur du vertreibn, in deiner Näh’ wird ollas schee. Wegen dir was i manchmal ned, was i tua. I bin wie verdreht und du sagst, die gehts ganz genauso, wenn i bei dir bin. Wegen dir schlaf i oft ned ein, dan mecht i so gern bei dir sein und i hoff, dass des immer bleibt was uns zwei verbind’. Es is schwer zum verstehn, doch die Liebe tut halt manchmal weh. Bsonders des bringt mi raus, wennsd wem andern tief ind Augn nei schaust. Du lachst mi an, nimmst mi bei da Hand, s’derf jeda sehn, mir zwei g’hörn zsamm. Wegen dir was i manchmal ned was i tua. I bin wie verdreht und du sagst, die gehts ganz genauso, wenn i bei dir bin. Wegen dir schlaf i oft ned ein, dan mecht i so gern bei dir sein und i hoff, dass des immer bleibt, was uns zwei verbind’. Du lachst mi an, nimmst mi bei da Hand, s’derf jeda sehn, mir zwei g’hörn zsamm. Wegen dir was i manchmal ned, was i tua. I bin wie verdreht und du sagst, die gehts ganz genauso, wenn i bei dir bin. Wegen dir schlaf i oft ned ein, dan mecht i so gern bei dir sein und i hoff, dass des immer bleibt, was uns zwei verbind’. Wegen dir was i manchmal ned, was i tua. I bin wie verdreht und du sagst, die gehts ganz genauso, wenn i bei dir bin. Wegen dir schlaf i oft ned ein, dan mecht i so gern bei dir sein und i hoff, dass des immer bleibt was uns zwei verbind’.",Gefühle der Liebe und Verwirrung,0.705939525714946
BRD,1972,Wir Singen Mit Der Ganzen Welt,Peter Alexander,"Wir bauen uns ein neues Haus aus lauter Liebe auf. Mit einem schönen großen Dach aus guten Wünschen drauf. Wir legen einen Garten an, in dem der Frieden blüht. Und singen mit der ganzen Welt das große Freundschaftslied. Wir bauen uns ein neues Haus, auf das der Himmel sieht und singen mit der ganzen Welt das große Freundschaftslied. Diese Melodie, die ist voll Harmonie und so soll auch ab heut’ unser ganzes Leben sein. Diese Melodie, die ist voll Harmonie. Wir singen mit der ganzen Welt, damit die Hoffnung blüht. Wir singen mit der ganzen Welt das große Freundschaftslied. Das klingt wie ein Märchen, doch ich glaub’ daran, dass es eines Tages Wahrheit werden kann. Wir bauen uns ein neues Haus aus lauter Liebe auf. Mit einem schönen großen Dach aus guten Wünschen drauf. Wir legen einen Garten an, in dem der Frieden blüht. Und singen mit der ganzen Welt das große Freundschaftslied. Das klingt wie ein Märchen, doch ich glaub’ daran, dass es eines Tages Wahrheit werden kann.",Rauschen,0.0
BRD,1977,Kali Nichta Gute Nacht,Vicky Leandros,"Alex hat viel, doch das Viele reicht ihm nicht aus, ist Millionär und will noch mehr. Er lässt Elena fast immer allein zuhaus’. Für Zärtlichkeit hat er nie Zeit. Nur nach Gewinn steht ihm der Sinn. Kommt er abends nach Haus’, ist er müde wie ein Krieger nach der Schlacht. Fällt ins Bett wie ein Sack und sagt nur noch: kali nichta, kali nichta, gute Nacht. Oh, oh, oh, oh, sie ist jung und schön. Oh, oh, oh, oh, er scheint’s nicht zu sehen. Oh, oh, oh, oh, lieber Freund, gib acht! Wer solchen Schatz hat wie du, sagt nicht nur: kali nichta, kali nichta, gute Nacht! Aber Elena weiß, wie sie sich helfen kann. Nicht dass ihr meint, sie sitzt und weint. Kennt ihr den hübschen Dimitri von nebenan? Er ist nicht schlau, doch man erzählt, er hat genau das, was ihr fehlt. Kommt ihr Mann jetzt nach Haus’, sieht sie müde aus und lehnt am Kleiderschrank. Er macht nichts, fällt ins Bett und sagt nur noch: kali nichta und dann denkt sie: Gott sei Dank.",Verrückter Matador im Nebelmeer,1.0
BRD,1983,Stolzer Falke,Erste Allgemeine Verunsicherung,"Stolzer Falke, wer hat Dir deine Flügel gestutzt? Hat sich dein ehmals scharfer Schnabel An Kompromissen abgenutzt? Stolzer Falke, hast gewartet aufs Morgenrot Du siehst am Himmel dunkle Wolken Und du witterst, was uns morgen droht Du denkst an damals, 68 ist lange her Doch so damals wie damals wird’s nie mehr Wo seid ihr, Genossen? Wo seid ihr, Millionen? Gefall’n, im Marsch durch die Institutionen Wir erkannten bei steigendem Monatslohn Den wahren Reiz der Infiltration Und dann rollten wir über die ländlichen Gefilde Nahmen Bauernhöfe im Sturm, wir kannten keine Milde Dort, wo der Hahn zum Angriff kräht Sprengten wir so manches Gemüsebeet Gewichen ist der Zorn dem Biokorn Und schließlich wurde Europa uns zu heiß, viel zu heiß Zu hoch schien uns des Kampfes Preis Es ist gesünder, sich in der Sonne zu aalen Wohlgeschützt vor radioaktiven Strahlen Drum gingen wir vor Anker in Sri Lanka Stolzer Falke, für Höhenflüge fehlt Dir die Kraft Stolzer Falke, stolzer Falke! Du hast Dich selber geschafft Flieh, Falke, flieh, jetzt oder nie... Nach Australien, Neuseeland Dort steckst Du Deinen Kopf in den warmen Sand. Nach Australien, Neuseeland Dort steckst Du Deinen Kopf in den warmen Sand. Nach Australien, Neuseeland Dort steckst Du Deinen Kopf in den warmen Sand.",Tanz der Helden und Feinde,1.0
BRD,1980,Koxhafen,Cats TV,"30000 braune Körper, aufgedunsen und wohlgenährt Ich gehe oben auf deinem Deich lang, Cuxhaven Und von unten plärrt ein alter Opa: Hey, raus aus meinem Strandkorb Langhaariges Pack, Drecksgesindel Beschmutzen mir meine Kunststoffpolster! Auf dass er seinen Platz an der Sonne finde Sag mir Bruder, wo der gelbe Sand ist Wir haben hier schon so viel verloren Sag mir, wo der gelbe Strand ist Und das Meeressäuseln in den Ohren? Ich gehe nicht mehr nach Cuxhaven, nein, nein! Ich gehe nicht mehr nach Cuxhaven! 30000 braune Körper ohne Gefühl und ohne Geist Sie liegen rum, und hör’n im Radio Was der Mann von der Tagesschau Neues weiß Abends ein Rendezvous im Strandcafé Der Terminkalender ist noch nicht voll Ich fühl’ mich wie ein Indianer Ins Reservat gedrängt, ach wie toll Sag mir Bruder, wo der gelbe Sand ist Wir haben hier schon so viel verloren Sag mir, wo der gelbe Strand ist Und das Meeressäuseln in den Ohren? Ich gehe nicht mehr nach Cuxhaven, oh, oh, oh! Ich gehe nicht mehr nach Cuxhaven, nein! Dass es Fisch stinkt Ist ja nur in so einem Fischerdorf unabwendbar Doch diese Jahre Fix-braun-Gestank mit Deospray Der macht mich krank! Umzingelt von Kernkraftwerken liegst du am Arsch der Welt Ich kann nur hoffen, du hast schon die große schwarze Kiste bestellt! Ich gehe nicht mehr nach Cuxhaven, oh, oh, oh! Ich gehe nicht mehr nach Cuxhaven, nein, nein, nein! Ich gehe nicht mehr nach Cuxhaven, oh, oh, oh! Ich gehe nicht mehr nach Cuxhaven, nein, nein, nein, nein, nein!2",Rauschen,0.0
BRD,1982,Kaltes klares Wasser,Malaria!,Über meine Hände Über meine Arme Über meine Schultern Über meine Beine Über meine Schenkel Über meine Brust Kaltes klares Wasser Über meine Hände Über meine Arme Über meine Beine Über meine Schenkel Über meine Brust Ich mache meine Augen zu Kaltes klares Wasser (8x) Über meine Hände Über meine Arme Über meine Beine Über meine Schultern Über meine Hände Über meine Arme Über mein Gesicht Ich mache meine Augen zu Kaltes klares Wasser Kaltes klares Wasser Kaltes klares Wasser Kaltes klares Wasser Wäscht mich ganz rein Kaltes klares Wasser Wäscht mich ganz rein Kaltes klares Wasser Über meine Hände Über meine Arme Über mein Gesicht Ich mache meine Augen zu Kaltes klares Wasser (16x),Mondlicht und Sehnsucht,0.9221982755431491
BRD,1981,Wie Bitte Was?!,Fehlfarben,"Die da oben, von denen die reden Die sich geistig wenig bewegen Die sind ja nicht oben, die sind doch das letzte Vom menschlichen Eintopf sind sie die Reste Verfault und verschimmelt und lebensgefährlich Dazu auch noch häßlich, sonst wär’s noch erträglich Weil auf der Straße niemand mit ihnen spielte Bilden sie heute die Abschaum-Elite Sie halten zusammen wie Pech und Schwefel Stinken auch so, daß es dich ekelt Behaupten dann ganz dumm und dreist Es wär Platz an der Spitze, mit ein bißchen Ehrgeiz Ich seh’ keine Ehre, sehe nur Geiz Sehe nur Leere, nichts, was mich reizt Da treiben Gärtner und Böcke Ein gemeinsames Spiel Machen jeden zur Schnecke, der anderes will Sie teilen, sie herrschen, sie suhlen in Macht Von Ihresgleichen geifernd bewacht Keiner gab ihnen das Recht es ist selbst verliehen Drum sei ihnen ins Gesicht gespien Und sind auch nur Worte, vielleicht kommt der Tag Da trifft den richtigen der richtige Schlag",Tanz der Helden und Feinde,1.0
